courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
100002543,1,2100076374713697352,121.662578,39.133852,DELIVERY,1583381001
100023698,3,2100076419280864846,121.374282,39.135446,PICKUP,1583403663
100069773,3,2100076418505016993,121.558326,39.173991,PICKUP,1583403266
10007871,1,2100076378022315032,121.626569,39.1411,PICKUP,1583381564
100084429,1,2100076393915844144,121.282818,38.94059,PICKUP,1583389676
10012191,1,2100076366518649950,121.537376,39.20084,PICKUP,1583377801
10012191,5,2100076401477879289,121.525699,39.201178,PICKUP,1583393288
10012191,7,2100076421306058088,121.528575,39.201219,PICKUP,1583404062
100122337,1,2100076373515011970,121.581655,39.219705,PICKUP,1583380610
10012508,1,2100076382318691412,121.526848,39.280598,PICKUP,1583383343
100147671,1,2100076370545542581,121.428382,39.196082,PICKUP,1583378376
100166169,1,2100076367950415535,121.549382,39.157601,PICKUP,1583378270
100166169,3,2100076397843351539,121.549393,39.15448,DELIVERY,1583390768
100166169,5,2100076421000037781,121.554633,39.162551,PICKUP,1583404118
100170616,1,2100076361589720248,121.47248,39.199449,PICKUP,1583377440
100177162,1,2100076374558770684,121.632181,39.11096,DELIVERY,1583380792
10021791,3,2100076382377444501,121.447565,39.220603,PICKUP,1583382750
10021791,7,2100076426745251205,121.446515,39.206036,PICKUP,1583406076
100240426,3,2100076425982183193,121.446524,38.940635,PICKUP,1583404935
10037225,3,2100076366926153315,121.531693,39.172701,PICKUP,1583380352
10038661,1,2100076380099708827,121.43381,39.26397,DELIVERY,1583382432
10043299,1,2100076383028970924,121.599416,39.207705,DELIVERY,1583383736
10063192,1,2100076378507609238,121.472019,39.076485,PICKUP,1583381725
10063192,3,2100076415881249918,121.483829,39.0672,PICKUP,1583402796
10075573,1,2100076386495693860,121.554071,39.139055,PICKUP,1583384251
100799026,1,2100076388438869391,121.595785,39.207725,PICKUP,1583384431
10081729,3,2100076369199924699,121.530381,39.149828,PICKUP,1583379123
10081729,5,2100076414594647789,121.548544,39.15172,PICKUP,1583401255
10100267,1,2100076376792663545,121.384268,39.261306,DELIVERY,1583381935
10102738,1,2100076375116874878,121.221563,39.128142,PICKUP,1583379839
10102738,3,2100076394678290215,121.236133,39.122777,PICKUP,1583387840
101147106,1,2100076393132262996,121.444349,39.185626,PICKUP,1583387107
101147106,3,2100076419771533055,121.438668,39.186492,PICKUP,1583403510
101166018,3,2100076421087790285,121.479767,39.06428,PICKUP,1583404151
101266154,1,2100076390719947776,121.329206,39.12587,PICKUP,1583385743
101266154,3,2100076408263050821,121.3741,39.135456,PICKUP,1583397618
10126649,1,2100076356466148790,121.687837,39.140843,DELIVERY,1583371410
10126649,3,2100076363095836086,121.687661,39.1408,PICKUP,1583378091
10126649,5,2100076389575787958,121.691474,39.145375,PICKUP,1583385958
101269810,1,2100076379959297159,121.536468,39.115168,PICKUP,1583382031
10127695,1,2100076376705075127,121.593093,39.116943,PICKUP,1583380439
10135747,1,2100076378861045200,121.529914,39.158173,DELIVERY,1583381781
101419538,3,2100076416004982368,121.607414,39.133245,PICKUP,1583402612
101419538,5,2100076431674934775,121.623261,39.133794,DELIVERY,1583408488
