courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
100002652,1,2100076210986550809,121.570062,39.132088,PICKUP,1583210540
100002652,5,2100076241443226768,121.56358,39.154567,DELIVERY,1583230615
100006950,3,2100076249943017325,121.410988,39.042971,PICKUP,1583234889
100023698,1,2100076205271680613,121.373108,39.137259,PICKUP,1583209191
100076651,1,2100076237209470725,121.408317,39.190887,PICKUP,1583229475
10012508,1,2100076195951347593,121.548457,39.290662,PICKUP,1583206336
10012508,3,2100076242602362222,121.54839,39.290528,PICKUP,1583231095
100166169,5,2100076245166818709,121.568516,39.167125,PICKUP,1583232596
100170616,1,2100076191631541801,121.478816,39.199716,PICKUP,1583205723
100170616,5,2100076235669997471,121.472355,39.199233,PICKUP,1583228844
10021791,1,2100076203321624066,121.446504,39.20623,PICKUP,1583209835
10037225,1,2100076201955427501,121.548112,39.142678,PICKUP,1583208959
100429202,1,2100076201978987683,121.378011,39.11265,PICKUP,1583208618
100429202,5,2100076242615698756,121.329219,39.125152,PICKUP,1583231631
10063192,1,2100076200922318629,121.495223,39.063485,PICKUP,1583209040
10067592,1,2100076195107308771,121.595041,39.202558,DELIVERY,1583208335
10067592,3,2100076238027326744,121.594491,39.207214,PICKUP,1583228918
10075573,1,2100076199464830523,121.562471,39.133214,PICKUP,1583208647
10081729,1,2100076242516215395,121.53279,39.141152,PICKUP,1583230540
10083928,1,2100076181231568589,121.598349,39.218395,PICKUP,1583196401
10094682,1,2100076204082005166,121.54389,39.151358,PICKUP,1583208467
10098837,1,2100076223336154494,121.418426,39.204365,PICKUP,1583221944
10098837,3,2100076240796419454,121.428429,39.197168,PICKUP,1583230020
10100267,1,2100076236272894990,121.41645,39.260513,DELIVERY,1583229427
101009538,1,2100076204271830126,121.804963,39.139631,PICKUP,1583208500
101009538,3,2100076218680313115,121.800574,39.14231,PICKUP,1583216636
101009538,5,2100076227419637477,121.801617,39.139566,PICKUP,1583224046
101009538,7,2100076243224364621,121.767182,39.161244,PICKUP,1583231615
10102738,1,2100076206028457841,121.224189,39.118426,PICKUP,1583208974
10102738,3,2100076248350917650,121.223437,39.129054,PICKUP,1583233756
10112683,1,2100076200037287347,121.453756,38.994103,DELIVERY,1583207966
101166018,1,2100076195826599062,121.484169,39.065745,DELIVERY,1583208637
101180274,1,2100076197923652707,121.403123,39.083834,PICKUP,1583206952
10120267,1,2100076184050337195,121.428224,39.197599,PICKUP,1583205394
10120267,3,2100076211130074309,121.428209,39.197022,PICKUP,1583212396
101266154,1,2100076230270650045,121.378149,39.122936,PICKUP,1583224967
101266154,3,2100076248848074165,121.365777,39.135563,PICKUP,1583234756
10126649,1,2100076180251706806,121.687778,39.140833,PICKUP,1583196286
10126649,3,2100076189150217654,121.687484,39.140752,PICKUP,1583204319
10126649,5,2100076212364641718,121.687789,39.140749,PICKUP,1583212261
10126649,7,2100076219774469558,121.687697,39.140813,DELIVERY,1583219816
10126649,9,2100076232662484406,121.687874,39.140783,PICKUP,1583229573
101269810,1,2100076188930475393,121.526749,39.11823,PICKUP,1583205116
