courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
100002543,0,2100076472460444744,121.64447,39.135076,PICKUP,1583467132
100002652,0,2100076483679979410,121.559951,39.151688,PICKUP,1583471189
100002652,2,2100076520321943315,121.580403,39.151811,PICKUP,1583492977
100006950,2,2100076524356470084,121.40509,39.04303,DELIVERY,1583493871
100084429,0,2100076459080353111,121.255337,38.948718,DELIVERY,1583465582
100084429,2,2100076481663370502,121.2621,38.956129,PICKUP,1583470812
10012191,0,2100076471646848007,121.521817,39.206101,PICKUP,1583467947
10012191,2,2100076484725442041,121.530141,39.201457,DELIVERY,1583474668
100122337,0,2100076455181616167,121.59373,39.20398,PICKUP,1583466700
100122337,2,2100076502798337304,121.580896,39.211271,PICKUP,1583486519
10012508,2,2100076498334451131,121.528783,39.288767,PICKUP,1583480558
10012508,6,2100076532432504632,121.523935,39.297293,PICKUP,1583497726
100134611,2,2100076510691362674,121.377203,39.299072,PICKUP,1583487522
100147671,0,2100076455540098200,121.428163,39.19607,PICKUP,1583463882
100149376,0,2100076476688762607,121.443211,39.210668,PICKUP,1583468958
100177162,0,2100076456682915520,121.619614,39.118699,PICKUP,1583464166
100177162,2,2100076494076773848,121.606214,39.118467,DELIVERY,1583477930
100177162,4,2100076506557548019,121.605946,39.118458,PICKUP,1583485574
100177162,6,2100076522679043713,121.616646,39.11043,PICKUP,1583492937
10021791,0,2100076459466786584,121.446498,39.206096,DELIVERY,1583465492
10021791,4,2100076503880566319,121.444956,39.208984,PICKUP,1583483779
100240426,0,2100076460192630171,121.451585,38.940396,DELIVERY,1583465624
100240426,2,2100076507370161399,121.445372,38.948742,PICKUP,1583486433
10037225,0,2100076449238582520,121.509757,39.163671,DELIVERY,1583460806
10038649,0,2100076453987911671,121.357032,39.289857,PICKUP,1583462945
10038649,2,2100076483956147217,121.372759,39.270933,PICKUP,1583470647
10038661,0,2100076467254265755,121.423953,39.246169,PICKUP,1583467058
10038661,2,2100076486734119947,121.389335,39.246783,PICKUP,1583473857
10038661,4,2100076512541803910,121.425497,39.248794,PICKUP,1583488270
10039046,0,2100076444167112416,121.425201,39.252415,PICKUP,1583454592
10039046,2,2100076464123709152,121.425201,39.252415,PICKUP,1583465763
100429202,0,2100076461324829721,121.377715,39.128084,PICKUP,1583464744
10043801,2,2100076473636849064,121.448228,39.112963,PICKUP,1583468256
100532962,2,2100076528523839448,121.422653,39.151448,PICKUP,1583495228
10053442,2,2100076483677030027,121.465239,39.263913,PICKUP,1583472479
10063068,0,2100076463230780775,121.483703,39.067133,PICKUP,1583466471
